Index,Date,Time,Counter,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Gemidd
178,44659.50623,44.483478,58380736,-0.047963,-0.109477,-0.090871,22.167651,1.803149,-0.068808,1.378996,0.01378996,0.008187,1.387242,-0.100189
179,44659.50624,44.733478,58380736,-0.043887,-0.109329,-0.091035,22.167946,1.803385,-0.062466,1.379151,0.01379151,0.008559,1.38761,-0.100121
180,44659.50624,44.983478,58380736,-0.043054,-0.109207,-0.090871,22.167651,1.803622,-0.065055,1.379414,0.01379414,0.008187,1.387658,-0.099898
181,44659.50624,45.233478,58380737,-0.038479,-0.109065,-0.090575,22.168093,1.8039,-0.055286,1.379563,0.01379563,0.008466,1.387919,-0.099808
182,44659.50624,45.483478,58380737,-0.038843,-0.108915,-0.090608,22.167725,1.804214,-0.055893,1.379659,0.01379659,0.008187,1.388044,-0.099627
183,44659.50625,45.733478,58380737,-0.031041,-0.10877,-0.090247,22.167946,1.804463,-0.044786,1.379826,0.01379826,0.008373,1.388199,-0.099649
184,44659.50625,45.983478,58380737,-0.035331,-0.108659,-0.090378,22.167725,1.80462,-0.04572,1.380106,0.01380106,0.008187,1.388304,-0.099446
185,44659.50625,46.233478,58380738,-0.029059,-0.108508,-0.090049,22.168019,1.804866,-0.041036,1.380222,0.01380222,0.008466,1.388642,-0.099372
186,44659.50626,46.483478,58380738,-0.021829,-0.108354,-0.090049,22.167725,1.805153,-0.029667,1.380341,0.01380341,0.008187,1.388528,-0.099299
187,44659.50626,46.733478,58380738,-0.018405,-0.108245,-0.089918,22.168019,1.805509,-0.025794,1.380557,0.01380557,0.008466,1.389011,-0.099047
188,44659.50626,46.983478,58380738,-0.018208,-0.108126,-0.089951,22.167872,1.805739,-0.024117,1.380768,0.01380768,0.008187,1.388974,-0.098977
189,44659.50626,47.233478,58380739,-0.015631,-0.108001,-0.089819,22.168019,1.805932,-0.017219,1.380949,0.01380949,0.008373,1.389184,-0.098864
190,44659.50627,47.483478,58380739,-0.012747,-0.107855,-0.089491,22.167798,1.80611,-0.015083,1.381173,0.01381173,0.008094,1.389276,-0.0987
191,44659.50627,47.733478,58380739,-0.005717,-0.107734,-0.089491,22.167946,1.806446,-0.011811,1.381349,0.01381349,0.008187,1.389625,-0.098584
192,44659.50627,47.983478,58380739,-0.006853,-0.107626,-0.089162,22.167798,1.806579,-0.007635,1.381413,0.01381413,0.008373,1.389748,-0.098515
193,44659.50628,48.233478,58380740,-0.000515,-0.107458,-0.089162,22.168019,1.806942,0.000274,1.381612,0.01381612,0.008094,1.38984,-0.0984
194,44659.50628,48.483478,58380740,0.005725,-0.10737,-0.089063,22.167725,1.807207,0.004413,1.381903,0.01381903,0.008187,1.390125,-0.098172
195,44659.50628,48.733478,58380740,0.005592,-0.107247,-0.0888,22.167946,1.807382,0.010754,1.382168,0.01382168,0.008373,1.390541,-0.09797
196,44659.50629,48.983478,58380740,0.006822,-0.107125,-0.088669,22.167798,1.807576,0.022188,1.382264,0.01382264,0.008187,1.390465,-0.097944
197,44659.50629,49.233478,58380741,0.011498,-0.107017,-0.088603,22.167946,1.807837,0.014851,1.382428,0.01382428,0.00828,1.390633,-0.097801
198,44659.50629,49.483478,58380741,0.022329,-0.106888,-0.08834,22.167798,1.808144,0.032743,1.382577,0.01382577,0.00828,1.39095,-0.097645
199,44659.50629,49.733478,58380741,0.027821,-0.106775,-0.088176,22.168019,1.808461,0.039261,1.38278,0.0138278,0.008187,1.390988,-0.097583
200,44659.5063,49.983478,58380741,0.024521,-0.106659,-0.088504,22.167798,1.80857,0.040204,1.382833,0.01382833,0.00828,1.39129,-0.097552
201,44659.5063,50.233478,58380742,0.028166,-0.10655,-0.088241,22.168019,1.808834,0.037588,1.383039,0.01383039,0.008094,1.391104,-0.097402
202,44659.5063,50.483478,58380742,0.032494,-0.106455,-0.088143,22.167798,1.80916,0.043319,1.38331,0.0138331,0.008373,1.391683,-0.097212
203,44659.50631,50.733478,58380742,0.039374,-0.10633,-0.087617,22.168019,1.80946,0.051566,1.383389,0.01383389,0.008187,1.391734,-0.097037
204,44659.50631,50.983478,58380742,0.040558,-0.106217,-0.08765,22.167725,1.809657,0.060614,1.383635,0.01383635,0.008373,1.391945,-0.096985
205,44659.50631,51.233478,58380743,0.039893,-0.106126,-0.08765,22.168019,1.809871,0.055889,1.383748,0.01383748,0.008094,1.391792,-0.096906
206,44659.50631,51.483478,58380743,0.047346,-0.105998,-0.087321,22.167725,1.810147,0.064348,1.383981,0.01383981,0.008373,1.392311,-0.096737
207,44659.50632,51.733478,58380743,0.055221,-0.105887,-0.08742,22.168019,1.81039,0.075289,1.384134,0.01384134,0.008094,1.392228,-0.096636
208,44659.50632,51.983478,58380743,0.05829,-0.105809,-0.087157,22.167725,1.810559,0.078513,1.384345,0.01384345,0.00828,1.392625,-0.096421
209,44659.50632,52.233478,58380744,0.058941,-0.105686,-0.087058,22.168019,1.810901,0.083462,1.384434,0.01384434,0.008187,1.392621,-0.096426
210,44659.50633,52.483478,58380744,0.061027,-0.105596,-0.086828,22.167798,1.811142,0.083862,1.384648,0.01384648,0.008373,1.392937,-0.096276
211,44659.50633,52.733478,58380744,0.067434,-0.105496,-0.086762,22.168019,1.811365,0.091783,1.384858,0.01384858,0.008094,1.39301,-0.096175
212,44659.50633,52.983478,58380744,0.073151,-0.10538,-0.086565,22.167798,1.811623,0.105138,1.385126,0.01385126,0.008373,1.393499,-0.095942
213,44659.50633,53.233478,58380745,0.072218,-0.105307,-0.086401,22.168019,1.811869,0.104341,1.385132,0.01385132,0.008094,1.393187,-0.095938
214,44659.50634,53.483478,58380745,0.077423,-0.105192,-0.086335,22.167798,1.812222,0.110976,1.385425,0.01385425,0.00828,1.39363,-0.095725
215,44659.50634,53.733478,58380745,0.081104,-0.10509,-0.086039,22.168093,1.812503,0.12051,1.385532,0.01385532,0.008187,1.393689,-0.095658
216,44659.50634,53.983478,58380745,0.086229,-0.10499,-0.085875,22.167798,1.812752,0.124459,1.385826,0.01385826,0.00828,1.394199,-0.095367
217,44659.50635,54.233478,58380746,0.093551,-0.104898,-0.085612,22.168019,1.81293,0.128174,1.385854,0.01385854,0.00828,1.394225,-0.095264
218,44659.50635,54.483478,58380746,0.093462,-0.104791,-0.085743,22.167872,1.813184,0.132195,1.38608,0.0138608,0.008187,1.394267,-0.095236
219,44659.50635,54.733478,58380746,0.098648,-0.104701,-0.08548,22.168019,1.813451,0.139801,1.386356,0.01386356,0.00828,1.394636,-0.095166
220,44659.50635,54.983478,58380746,0.106414,-0.10459,-0.085119,22.167872,1.813745,0.139945,1.386505,0.01386505,0.008187,1.394753,-0.094935
221,44659.50636,55.233478,58380747,0.100428,-0.10452,-0.085217,22.168019,1.813895,0.151631,1.386749,0.01386749,0.008094,1.394788,-0.094792
222,44659.50636,55.483478,58380747,0.107829,-0.104406,-0.084823,22.167798,1.814155,0.152465,1.386906,0.01386906,0.008187,1.395093,-0.094644
223,44659.50636,55.733478,58380747,0.118025,-0.104306,-0.084626,22.168019,1.814426,0.167332,1.386916,0.01386916,0.008187,1.395093,-0.09469
224,44659.50637,55.983478,58380747,0.126813,-0.104203,-0.084724,22.167798,1.814741,0.170503,1.38721,0.0138721,0.008094,1.395304,-0.094484
225,44659.50637,56.233478,58380748,0.116907,-0.104137,-0.084494,22.168093,1.814911,0.172188,1.387378,0.01387378,0.008373,1.395684,-0.094351
226,44659.50637,56.483478,58380748,0.122887,-0.10403,-0.084264,22.167798,1.815189,0.177334,1.387514,0.01387514,0.008094,1.395693,-0.094212
227,44659.50637,56.733478,58380748,0.134425,-0.103932,-0.084363,22.168019,1.815396,0.190076,1.387632,0.01387632,0.00828,1.395905,-0.094119
228,44659.50638,56.983478,58380748,0.13402,-0.103842,-0.083968,22.167872,1.815716,0.196823,1.387843,0.01387843,0.008094,1.396062,-0.094041
229,44659.50638,57.233478,58380749,0.136942,-0.10377,-0.083837,22.168093,1.815821,0.200471,1.388129,0.01388129,0.008187,1.396255,-0.093777
230,44659.50638,57.483478,58380749,0.143356,-0.103672,-0.08387,22.167872,1.816135,0.203912,1.388356,0.01388356,0.00828,1.39655,-0.093771
231,44659.50639,57.733478,58380749,0.15003,-0.103566,-0.083705,22.168093,1.816424,0.209793,1.388426,0.01388426,0.008094,1.396516,-0.093633
232,44659.50639,57.983478,58380749,0.151685,-0.10348,-0.083475,22.167872,1.816663,0.22078,1.388692,0.01388692,0.008187,1.396879,-0.093448
233,44659.50639,58.233478,58380750,0.155457,-0.103391,-0.083311,22.168093,1.816949,0.219545,1.388802,0.01388802,0.008094,1.396803,-0.093371
234,44659.5064,58.483478,58380750,0.161403,-0.103305,-0.083245,22.167872,1.817083,0.229528,1.389052,0.01389052,0.008373,1.397289,-0.093291
235,44659.5064,58.733478,58380750,0.167719,-0.103206,-0.083048,22.168019,1.817432,0.244994,1.389093,0.01389093,0.008094,1.397187,-0.093167
236,44659.5064,58.983478,58380750,0.177113,-0.10311,-0.082752,22.167946,1.817652,0.258661,1.389262,0.01389262,0.00828,1.39753,-0.092901
237,44659.5064,59.233478,58380751,0.171591,-0.103026,-0.082785,22.168093,1.817851,0.249388,1.389577,0.01389577,0.008187,1.397764,-0.092828
238,44659.50641,59.483478,58380751,0.179833,-0.102925,-0.082686,22.167872,1.818123,0.257201,1.389711,0.01389711,0.00828,1.397865,-0.092823
239,44659.50641,59.733478,58380751,0.185339,-0.102851,-0.082161,22.168167,1.818357,0.265208,1.389926,0.01389926,0.008094,1.398027,-0.092579
240,44659.50641,59.983478,58380751,0.184609,-0.102753,-0.082095,22.167872,1.818588,0.276417,1.390045,0.01390045,0.008187,1.398232,-0.092468
241,44659.50642,60.233478,58380752,0.190292,-0.102679,-0.081963,22.167946,1.81885,0.278939,1.390225,0.01390225,0.008094,1.398412,-0.092297
242,44659.50642,60.483478,58380752,0.198092,-0.102578,-0.081898,22.167872,1.819133,0.280782,1.390441,0.01390441,0.008094,1.398585,-0.092254
243,44659.50642,60.733478,58380752,0.203616,-0.102501,-0.081635,22.168093,1.81943,0.289292,1.390585,0.01390585,0.008094,1.398701,-0.092123
244,44659.50642,60.983478,58380752,0.206619,-0.102406,-0.081405,22.167946,1.819617,0.300848,1.390723,0.01390723,0.008187,1.39891,-0.092027
245,44659.50643,61.233478,58380753,0.209171,-0.102326,-0.081635,22.168093,1.819819,0.306709,1.390868,0.01390868,0.008187,1.399041,-0.091912
246,44659.50643,61.483478,58380753,0.215788,-0.102244,-0.081306,22.167946,1.820157,0.307895,1.391035,0.01391035,0.008094,1.399221,-0.091809
247,44659.50643,61.733478,58380753,0.221518,-0.102137,-0.081142,22.168093,1.820417,0.318665,1.391282,0.01391282,0.008187,1.399469,-0.091548
248,44659.50644,61.983478,58380753,0.224827,-0.102052,-0.080747,22.167946,1.82063,0.327127,1.391541,0.01391541,0.008001,1.399573,-0.091455
249,44659.50644,62.233478,58380754,0.230527,-0.101986,-0.080846,22.168093,1.820839,0.331492,1.391601,0.01391601,0.008094,1.399695,-0.091422
250,44659.50644,62.483478,58380754,0.23519,-0.101893,-0.080649,22.167872,1.821057,0.336667,1.391836,0.01391836,0.008187,1.400023,-0.091332
251,44659.50644,62.733478,58380754,0.240797,-0.101787,-0.08032,22.168093,1.821305,0.345315,1.391985,0.01391985,0.008094,1.400085,-0.091213
252,44659.50645,62.983478,58380754,0.245865,-0.101712,-0.080155,22.168093,1.821645,0.357459,1.392099,0.01392099,0.008094,1.400193,-0.091074
253,44659.50645,63.233478,58380755,0.252751,-0.101628,-0.079925,22.168019,1.821959,0.363973,1.392321,0.01392321,0.008094,1.400415,-0.090882
254,44659.50645,63.483478,58380755,0.252798,-0.10154,-0.080024,22.168019,1.822116,0.364257,1.392543,0.01392543,0.008001,1.400568,-0.090643
255,44659.50646,63.733478,58380755,0.25888,-0.101461,-0.079827,22.168167,1.822368,0.380004,1.392705,0.01392705,0.008094,1.400782,-0.090705
256,44659.50646,63.983478,58380755,0.266065,-0.101372,-0.079662,22.167946,1.822649,0.383285,1.392905,0.01392905,0.008094,1.40094,-0.090413
257,44659.50646,64.233478,58380756,0.272187,-0.101267,-0.079399,22.168167,1.822853,0.393125,1.393052,0.01393052,0.008001,1.401146,-0.090402
258,44659.50646,64.483478,58380756,0.28429,-0.101089,-0.078972,22.168019,1.823431,0.399145,1.393239,0.01393239,0.008094,1.401333,-0.090058
259,44659.50647,64.733478,58380756,0.288651,-0.101,-0.078972,22.168093,1.823686,0.411249,1.393721,0.01393721,0.008094,1.40174,-0.08992
260,44659.50647,64.983478,58380756,0.293706,-0.100898,-0.078906,22.168093,1.823969,0.419549,1.39387,0.0139387,0.008094,1.401964,-0.089825
261,44659.50647,65.233478,58380757,0.300395,-0.100826,-0.078643,22.168093,1.824112,0.427269,1.394057,0.01394057,0.008094,1.402151,-0.089695
262,44659.50648,65.483478,58380757,0.301584,-0.100743,-0.078545,22.168019,1.824392,0.424377,1.394259,0.01394259,0.008001,1.40226,-0.089553
263,44659.50648,65.733478,58380757,0.306005,-0.10064,-0.078348,22.168093,1.824665,0.441074,1.394474,0.01394474,0.008094,1.402526,-0.089497
264,44659.50648,65.983478,58380757,0.31003,-0.100566,-0.078216,22.167946,1.824911,0.450948,1.394531,0.01394531,0.008094,1.402625,-0.089365
265,44659.50648,66.233478,58380758,0.317182,-0.100482,-0.077624,22.168167,1.825271,0.453536,1.394736,0.01394736,0.008001,1.40281,-0.08914
266,44659.50649,66.483478,58380758,0.326016,-0.100414,-0.077855,22.168019,1.825412,0.461246,1.394972,0.01394972,0.008094,1.403048,-0.089067
267,44659.50649,66.733478,58380758,0.331004,-0.100325,-0.07746,22.168093,1.825656,0.469776,1.395186,0.01395186,0.008094,1.40328,-0.088965
268,44659.50649,66.983478,58380758,0.331864,-0.100243,-0.077362,22.168019,1.825919,0.477691,1.395299,0.01395299,0.008001,1.4033,-0.088856
269,44659.5065,67.233478,58380759,0.339582,-0.100141,-0.07723,22.168093,1.826185,0.488577,1.395411,0.01395411,0.007908,1.403319,-0.088748
270,44659.5065,67.483478,58380759,0.340177,-0.100057,-0.077033,22.168093,1.826407,0.495481,1.395648,0.01395648,0.007908,1.403556,-0.088493
271,44659.5065,67.733478,58380759,0.345229,-0.099972,-0.076836,22.168093,1.82668,0.494528,1.395756,0.01395756,0.008187,1.403942,-0.088506
272,44659.50651,67.983478,58380759,0.348858,-0.099866,-0.076737,22.168167,1.82689,0.505116,1.396044,0.01396044,0.007815,1.403859,-0.088267
273,44659.50651,68.233478,58380760,0.361493,-0.099794,-0.07654,22.168167,1.827144,0.513617,1.396277,0.01396277,0.007908,1.404266,-0.088293
274,44659.50651,68.483478,58380760,0.35864,-0.099761,-0.07654,22.168019,1.827322,0.518699,1.396238,0.01396238,0.008094,1.404332,-0.088029
275,44659.50651,68.733478,58380760,0.359725,-0.099756,-0.076277,22.168093,1.827293,0.51479,1.396148,0.01396148,0.007815,1.404134,-0.088112
276,44659.50652,68.983478,58380760,0.366984,-0.099657,-0.076145,22.168093,1.827562,0.522593,1.396333,0.01396333,0.007908,1.404338,-0.088034
277,44659.50652,69.233478,58380761,0.371575,-0.099605,-0.076047,22.168019,1.827765,0.535923,1.396568,0.01396568,0.008094,1.404681,-0.087925
278,44659.50652,69.483478,58380761,0.374559,-0.099513,-0.076112,22.168167,1.827997,0.531244,1.396849,0.01396849,0.007908,1.404827,-0.087692
279,44659.50653,69.733478,58380761,0.386072,-0.099446,-0.075882,22.168093,1.828305,0.545981,1.397026,0.01397026,0.008187,1.40518,-0.087537
280,44659.50653,69.983478,58380761,0.389512,-0.09935,-0.075784,22.168241,1.828643,0.558843,1.397233,0.01397233,0.007722,1.404955,-0.087473
281,44659.50653,70.233478,58380762,0.398194,-0.099279,-0.075422,22.168167,1.828812,0.568514,1.397374,0.01397374,0.008094,1.405451,-0.087327
282,44659.50653,70.483478,58380762,0.398917,-0.099189,-0.075225,22.168167,1.828995,0.575606,1.397603,0.01397603,0.007815,1.405329,-0.087277
283,44659.50654,70.733478,58380762,0.405982,-0.099118,-0.074929,22.168093,1.829256,0.580594,1.39762,0.0139762,0.008094,1.405714,-0.087193
284,44659.50654,70.983478,58380762,0.415487,-0.09903,-0.075028,22.168241,1.829571,0.58887,1.397834,0.01397834,0.007815,1.405649,-0.087053
285,44659.50654,71.233478,58380763,0.417487,-0.098963,-0.074863,22.168167,1.829804,0.60387,1.398122,0.01398122,0.008094,1.406216,-0.086851
286,44659.50655,71.483478,58380763,0.420698,-0.098883,-0.074568,22.168241,1.830099,0.60387,1.398138,0.01398138,0.007908,1.406046,-0.086815
287,44659.50655,71.733478,58380763,0.426515,-0.098782,-0.07414,22.168093,1.830273,0.612269,1.398397,0.01398397,0.008094,1.406457,-0.086683
288,44659.50655,71.983478,58380763,0.433132,-0.098698,-0.07414,22.168241,1.830603,0.614489,1.398613,0.01398613,0.007722,1.406335,-0.086541
289,44659.50655,72.233478,58380764,0.441415,-0.098612,-0.074042,22.168093,1.830815,0.641084,1.398686,0.01398686,0.008094,1.40678,-0.086457
290,44659.50656,72.483478,58380764,0.449188,-0.098556,-0.074042,22.168167,1.831058,0.646268,1.398973,0.01398973,0.007815,1.406762,-0.086209
291,44659.50656,72.733478,58380764,0.447811,-0.098475,-0.073779,22.168019,1.831355,0.641434,1.39902,0.0139902,0.008094,1.407029,-0.086127
292,44659.50656,72.983478,58380764,0.453071,-0.09841,-0.073483,22.168167,1.831603,0.651209,1.399234,0.01399234,0.007722,1.406995,-0.086046
293,44659.50657,73.233478,58380765,0.462558,-0.098319,-0.073351,22.168093,1.831807,0.663882,1.399469,0.01399469,0.008094,1.407563,-0.085924
294,44659.50657,73.483478,58380765,0.463671,-0.098237,-0.073483,22.168167,1.832031,0.671891,1.399764,0.01399764,0.007722,1.407522,-0.085678
295,44659.50657,73.733478,58380765,0.468695,-0.098187,-0.072858,22.168093,1.832298,0.675872,1.399735,0.01399735,0.007722,1.407537,-0.085723
296,44659.50657,73.983478,58380765,0.476379,-0.098094,-0.072793,22.168314,1.832561,0.682799,1.400075,0.01400075,0.008001,1.407919,-0.085485
297,44659.50658,74.233478,58380766,0.4864,-0.098018,-0.072793,22.168019,1.832863,0.694316,1.400292,0.01400292,0.007815,1.408107,-0.085295
298,44659.50658,74.483478,58380766,0.484838,-0.097935,-0.072497,22.168241,1.833141,0.703702,1.400305,0.01400305,0.007815,1.408147,-0.08524
299,44659.50658,74.733478,58380766,0.491535,-0.097851,-0.07253,22.168019,1.833288,0.701872,1.400516,0.01400516,0.008001,1.40861,-0.085105
300,44659.50659,74.983478,58380766,0.49939,-0.097767,-0.072102,22.168314,1.833525,0.714479,1.400652,0.01400652,0.007722,1.408374,-0.085104
301,44659.50659,75.233478,58380767,0.506505,-0.097681,-0.071905,22.168093,1.833887,0.730292,1.400896,0.01400896,0.007722,1.408666,-0.084877
302,44659.50659,75.483478,58380767,0.511901,-0.097608,-0.071774,22.168388,1.834191,0.740019,1.401154,0.01401154,0.008001,1.409139,-0.08468
303,44659.50659,75.733478,58380767,0.51802,-0.09756,-0.071675,22.168093,1.834343,0.740696,1.401354,0.01401354,0.007815,1.409136,-0.084591
304,44659.5066,75.983478,58380767,0.519541,-0.097468,-0.071708,22.168462,1.834566,0.750158,1.401511,0.01401511,0.007908,1.409419,-0.084448
305,44659.5066,76.233478,58380768,0.527409,-0.097382,-0.071412,22.168167,1.834793,0.763518,1.401692,0.01401692,0.007722,1.409475,-0.084311
306,44659.5066,76.483478,58380768,0.532951,-0.097299,-0.071346,22.168388,1.835057,0.773309,1.401839,0.01401839,0.007815,1.409675,-0.084251
307,44659.50661,76.733478,58380768,0.540469,-0.097234,-0.071051,22.168093,1.83537,0.778014,1.401948,0.01401948,0.007908,1.409856,-0.084175
308,44659.50661,76.983478,58380768,0.541946,-0.097153,-0.070755,22.168314,1.835609,0.783899,1.402107,0.01402107,0.007722,1.409808,-0.084013
309,44659.50661,77.233478,58380769,0.549872,-0.097069,-0.070689,22.168093,1.835892,0.79379,1.402442,0.01402442,0.007908,1.410349,-0.083788
310,44659.50662,77.483478,58380769,0.55859,-0.096988,-0.07036,22.168462,1.836057,0.801483,1.402589,0.01402589,0.007722,1.41031,-0.083669
311,44659.50662,77.733478,58380769,0.559852,-0.096931,-0.07013,22.168093,1.836269,0.803584,1.402621,0.01402621,0.007908,1.410518,-0.083644
312,44659.50662,77.983478,58380769,0.56989,-0.096852,-0.069999,22.168388,1.836558,0.824265,1.402882,0.01402882,0.007722,1.410566,-0.083548
313,44659.50662,78.233478,58380770,0.581019,-0.096763,-0.069966,22.168093,1.836918,0.833137,1.402985,0.01402985,0.007815,1.410893,-0.083315
314,44659.50663,78.483478,58380770,0.583941,-0.096673,-0.069933,22.168314,1.837079,0.844233,1.403246,0.01403246,0.007722,1.410902,-0.083313
315,44659.50663,78.733478,58380770,0.589235,-0.096608,-0.06944,22.168019,1.837298,0.849712,1.403439,0.01403439,0.007815,1.411252,-0.083039
316,44659.50663,78.983478,58380770,0.596201,-0.096538,-0.069276,22.168388,1.837507,0.85607,1.403522,0.01403522,0.007722,1.411244,-0.083074
317,44659.50663,79.233478,58380771,0.603274,-0.096432,-0.069407,22.168093,1.837822,0.869202,1.403777,0.01403777,0.007815,1.41168,-0.082778
318,44659.50664,79.483478,58380771,0.605755,-0.096359,-0.069111,22.168462,1.838179,0.879008,1.403977,0.01403977,0.007722,1.41172,-0.082741
319,44659.50664,79.733478,58380771,0.611825,-0.096293,-0.068947,22.168093,1.838423,0.882391,1.404109,0.01404109,0.007815,1.411914,-0.082663
